qubit,T1,T2,readout_error,prob_meas0_prep1,prob_meas1_prep0,readout_length
0,252.90805999148313,293.90983105612924,0.006103515625,0.010986328125,0.001220703125,2180
1,230.57495912645658,345.4891895684351,0.0142822265625,0.014404296875,0.01416015625,2180
2,287.233140875564,105.89210234925669,0.004150390625,0.0068359375,0.00146484375,2180
3,142.94879932917036,226.70912400800572,0.005126953125,0.009521484375,0.000732421875,2180
4,311.1724705926563,65.06014739009152,0.0166015625,0.018310546875,0.014892578125,2180
5,282.1447798890031,87.16413681817255,0.0068359375,0.008544921875,0.005126953125,2180
6,129.38643465680434,97.69526074674015,0.007568359375,0.01123046875,0.00390625,2180
7,114.86593536394199,60.329434411468945,0.0343017578125,0.032958984375,0.03564453125,2180
8,233.31209901835004,82.30639544857242,0.0069580078125,0.01220703125,0.001708984375,2180
9,120.52819572042273,43.85152766560633,0.0042724609375,0.0068359375,0.001708984375,2180
10,283.9434765870542,23.00044317658157,0.005126953125,0.00537109375,0.001708984375,2180
11,383.71665226546185,112.29014721803307,0.0023193359375,0.004150390625,0.00048828125,2180
12,270.0496740436128,273.3035954744126,0.0322265625,0.0380859375,0.0263671875,2180
13,250.21474362000922,420.470688257259,0.00537109375,0.007568359375,0.003173828125,2180
14,266.64766255527076,461.4331040397507,0.0162353515625,0.0205078125,0.011962890625,2180
15,116.8204242650998,141.86300084679266,0.0037841796875,0.005615234375,0.001953125,2180
16,333.7842699161447,191.42142775277313,0.01806640625,0.022216796875,0.013916015625,2180
17,296.5627586892342,127.58415104782934,0.00634765625,0.010498046875,0.002197265625,2180
18,102.2520893345674,106.45911824583943,0.0064697265625,0.010009765625,0.0029296875,2180
19,198.99886502432688,217.75011925071524,0.013916015625,0.01318359375,0.0146484375,2180
20,308.47264474610853,92.77352417956688,0.0057373046875,0.009521484375,0.001953125,2180
21,343.80254227209036,363.3384029530604,0.003662109375,0.00537109375,0.001953125,2180
22,57.08163907576444,79.9798392685141,0.0106201171875,0.0126953125,0.008544921875,2180
23,129.97786293724403,55.649162439196274,0.0048828125,0.004638671875,0.005126953125,2180
24,301.990660391984,65.83300804227954,0.02197265625,0.02490234375,0.01904296875,2180
25,232.90931907786543,27.079293868917393,0.0079345703125,0.009033203125,0.0068359375,2180
26,132.96084658120563,107.98453776541382,0.010009765625,0.0126953125,0.00732421875,2180
27,251.3589534123545,74.78917463689167,0.0341796875,0.0244140625,0.041015625,2180
28,145.78243709763885,232.49046074666344,0.0074462890625,0.0107421875,0.004150390625,2180
29,186.86433584516732,90.70998501933431,0.006591796875,0.01220703125,0.0009765625,2180
30,230.53260250890952,65.47748139723655,0.004150390625,0.0068359375,0.00146484375,2180
31,281.8968106630444,295.2640011418536,0.0137939453125,0.018310546875,0.00927734375,2180
32,377.7786758211463,485.85616706758884,0.0245361328125,0.025146484375,0.02392578125,2180
33,167.37398039865045,212.19629301764525,0.0098876953125,0.010009765625,0.009765625,2180
34,177.27861277624697,181.20006869119678,0.0418701171875,0.030517578125,0.05322265625,2180
